"177"	"118"	"91"	"凤凰第三工业区城市更新单元123地块消防设备采购及安装工程"	"20.00"	"2019-12-31"	"360"	"1000000"	"300000"	"4302"	"4306"	""	"4309"	"2019-8-19"	"2019-11-18"	"300000"	"仅用于开商票"	"背景真实"	""	"4351"	""	"4352"	"实际产值800万"	"根据集团管理规定进行管理"	"无"	"0"	"2019-9-3 06:35:09"	"176"	"2019-8-19 14:23:20"	"178"
"178"	"1"	"92"	""	""	""	"11111"	"1410065408"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	"2019-8-22 17:31:49"	"1"	"2019-8-19 16:01:39"	"1"
"179"	"124"	"93"	"美心月饼"	"0.00"	"2019-8-31"	"100"	"100000"	"1000000"	"4556"	"4561"	"美心月饼劵"	"4562"	"2019-9-1"	"2019-9-30"	"100"	"空间可能"	"51"	""	"4604"	""	"4606"	"1"	"1"	"1"	"0"	"2019-8-20 05:52:07"	"183"	"2019-8-20 11:39:02"	"184"
"180"	"124"	"93"	"港其月饼"	"20.00"	"2019-9-7"	"200"	"200000"	"2000000"	"4556"	"4560"	""	"4563"	"2019-10-1"	"2019-10-31"	"200"	"的发的发的----水电费水电费、第三方士大夫"	"想吃V型的"	""	"4604"	""	"4606"	"1"	"1"	"1"	"1"	"2019-8-20 05:52:07"	"183"	"2019-8-20 11:50:00"	"184"
"181"	"124"	"94"	"撒打算、发光飞碟----、、、、是的范德萨"	"0.00"	"2019-8-31"	"100"	"100000"	""	"4556"	"4559"	""	"4563"	""	""	""	""	""	""	""	""	""	""	""	""	"0"	"2019-8-20 14:01:13"	"184"	"2019-8-20 13:59:48"	"184"
"182"	"1"	"97"	""	""	""	"1111"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	"2019-8-22 15:55:10"	"1"	"2019-8-22 15:55:07"	"1"
"183"	"1"	"88"	"11121321"	"11.00"	"2019-8-22"	"1111"	"123123"	""	"46"	"54"	""	"3784"	""	""	""	""	""	""	""	""	""	""	""	""	"0"	"2019-8-22 15:57:09"	"1"	"2019-8-22 15:56:21"	"1"
"184"	"125"	"99"	"深圳地铁6号线1期"	"0.00"	"2019-8-31"	"90"	"1410065408"	""	"4683"	"4688"	"嘎嘎"	"4690"	""	""	""	""	""	""	""	""	""	""	""	""	"0"	"2019-8-22 17:27:03"	"189"	"2019-8-22 17:15:58"	"189"
"185"	"125"	"99"	"深圳地铁6号线2期"	"100.00"	"2019-8-31"	"100"	"200000"	""	"4683"	"4686"	""	"4689"	""	""	""	""	""	""	""	""	""	""	""	""	"1"	"2019-8-22 17:18:44"	"189"	"2019-8-22 17:17:56"	"189"
"186"	"1"	"98"	""	""	""	"100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	""	""	"2019-8-22 17:43:32"	"1"
"187"	"128"	"100"	"港铁1号线"	"12.00"	"2019-8-31"	"100"	"1000000"	""	"4937"	"4940"	""	"4943"	""	""	""	""	""	""	""	""	""	""	""	""	"0"	"2019-8-22 18:15:02"	"193"	"2019-8-22 18:13:07"	"193"
"188"	"128"	"100"	"港铁2号线"	"0.00"	"2019-9-1"	"200"	"2000000"	""	"4937"	"4942"	"是大的萨达"	"4944"	""	""	""	""	""	""	""	""	""	""	""	""	"1"	"2019-8-22 18:15:32"	"193"	"2019-8-22 18:15:08"	"193"
"189"	"130"	"101"	"港铁1号线"	"0.00"	"2019-8-31"	"1"	"1000000"	"1000000"	"5191"	"5194"	""	"5197"	"2019-10-1"	"2019-10-31"	"10000"	"sdsad是的范德萨发"	"sdfsd是的范德萨发"	""	"5239"	"的萨达"	"5241"	"是的范德萨"	"撒大大"	"撒打算"	"0"	"2019-8-23 07:20:39"	"196"	"2019-8-23 10:44:10"	"197"
"190"	"130"	"101"	"港铁2号线"	"10.00"	"2019-9-30"	"2"	"2000000"	"2000000"	"5191"	"5194"	""	"5198"	"2019-11-1"	"2019-11-30"	"200000000"	"色而非"	"是的范德萨"	""	"5239"	"三大城市大"	"5241"	"的萨达是"	"撒旦撒旦"	"是大的萨达"	"1"	"2019-8-23 07:20:39"	"196"	"2019-8-23 10:44:43"	"197"
"191"	"130"	"102"	"a1"	"0.00"	"2019-8-31"	"10"	"10000"	"100000"	"5191"	"5194"	""	"5197"	"2019-9-1"	"2019-9-30"	"10000"	"11"	"11"	""	"5240"	""	"5242"	"1"	"1"	"1"	"0"	"2019-8-23 03:25:04"	"196"	"2019-8-23 11:20:38"	"197"
"192"	"130"	"102"	"a2"	"20.00"	"2019-8-31"	"20"	"20000"	"200000"	"5191"	"5196"	"撒旦撒旦"	"5198"	"2019-10-1"	"2019-10-31"	"20000"	"1"	"1"	""	"5240"	""	"5242"	"1"	"1"	"1"	"1"	"2019-8-23 03:25:04"	"196"	"2019-8-23 11:20:57"	"197"
"193"	"130"	"103"	"深圳地铁1号线"	"80.00"	"2019-8-31"	"10"	"100000000"	""	"5191"	"5195"	""	"5197"	""	""	""	""	""	""	"5240"	""	"5242"	"1"	"1"	"1"	"0"	"2019-8-23 10:18:55"	"196"	"2019-8-23 15:31:33"	"196"
"194"	"130"	"103"	"深圳地铁2号线"	"100.00"	"2019-10-1"	"100000000"	"200000000"	""	"5191"	"5194"	""	"5198"	""	""	""	""	""	""	"5240"	""	"5242"	"2"	"2"	"2"	"1"	"2019-8-23 10:18:55"	"196"	"2019-8-23 15:33:22"	"196"
"195"	"130"	"104"	"北京"	"0.00"	"2019-9-1"	"10"	"10000000"	"110000"	"5191"	"5196"	"assassin"	"5197"	"2019-9-1"	"2019-9-30"	"1"	"温度低时"	"撒旦撒旦"	""	"5239"	"1"	"5241"	"1"	"1"	"1"	"0"	"2019-8-23 09:01:44"	"196"	"2019-8-23 16:47:25"	"200"
"196"	"130"	"104"	"上海"	"0.00"	"2019-9-1"	"20"	"20000000"	"220000"	"5191"	"5194"	""	"5198"	"2019-10-1"	"2019-11-30"	"2"	"阿达萨达"	"是的撒"	""	"5239"	"1"	"5241"	"1"	"1"	"1"	"1"	"2019-8-23 09:01:44"	"196"	"2019-8-23 16:49:28"	"200"
"197"	"85"	"106"	"授信工程项目1"	"0.00"	"2019-9-1"	""	"100000"	""	"808"	"811"	""	""	""	""	""	""	""	""	"854"	"豆腐干豆腐"	"856"	"佛挡杀佛"	"广东"	"的发生的"	"0"	"2019-9-10 02:02:42"	"69"	"2019-8-28 17:19:47"	"69"
"198"	"85"	"106"	"授信工程项目2"	"10.00"	"2019-9-1"	""	"10000"	""	"808"	"812"	""	""	""	""	""	""	""	""	"854"	"沙发斯蒂芬"	"856"	"水电费水电费"	"电风扇的方式"	"水电费水电费"	"1"	"2019-9-10 02:02:42"	"69"	"2019-8-28 17:20:08"	"69"
"200"	"130"	"107"	"山竹"	"100.00"	"2019-8-31"	"1000"	"100000"	"100000"	"5191"	"5196"	"台风后期道路维护费"	"5198"	"2019-9-1"	"2019-9-30"	"1"	"regffdg"	"dfgfg"	""	"5239"	"如上如果电饭锅"	"5241"	"电饭锅电饭锅"	"地方"	"豆腐干豆腐"	"0"	"2019-8-30 02:30:49"	"196"	"2019-8-30 10:15:49"	"197"
"201"	"130"	"107"	"天鸽"	"20.00"	"2019-9-1"	"200"	"200000"	"20000"	"5191"	"5194"	""	"5198"	"2019-10-1"	"2019-10-31"	"2"	"fdgfg"	"fdgfdg"	""	"5239"	"大风刮过的"	"5241"	"如果对方"	"电饭锅"	"电饭锅"	"1"	"2019-8-30 02:30:49"	"196"	"2019-8-30 10:17:33"	"197"
"202"	"132"	"108"	"天花板"	"0.00"	"2019-9-1"	"10"	"10000"	"10000"	"5445"	"5448"	""	"5452"	"2019-9-1"	"2019-9-30"	"1"	"11"	"11"	""	"5494"	""	"5496"	"1"	"1"	"1"	"0"	"2019-8-30 05:47:15"	"206"	"2019-8-30 12:00:14"	"207"
"203"	"132"	"108"	"地板"	"100.00"	"2019-9-1"	"20"	"20000"	"20000"	"5445"	"5449"	""	"5451"	"2019-10-1"	"2019-10-31"	"2"	"11"	"11"	""	"5494"	""	"5496"	"1"	"1"	"1"	"1"	"2019-8-30 05:47:15"	"206"	"2019-8-30 12:00:35"	"207"
"204"	"132"	"109"	"勺子"	"0.00"	"2019-9-1"	"10"	"10000"	"10000"	"5445"	"5448"	""	"5452"	"2019-9-1"	"2019-9-7"	"1"	"1"	"1"	""	"5494"	""	"5496"	"1"	"1"	"1"	"0"	"2019-8-30 05:59:19"	"206"	"2019-8-30 13:56:01"	"207"
"205"	"132"	"109"	"筷子"	"100.00"	"2019-8-1"	"20"	"20000"	"20000"	"5445"	"5450"	"111"	"5451"	"2019-10-1"	"2019-10-5"	"2"	"1"	"1"	""	"5494"	""	"5496"	"1"	"1"	"1"	"1"	"2019-8-30 05:59:19"	"206"	"2019-8-30 13:56:19"	"207"
"206"	"132"	"110"	"锅"	"1.00"	"2019-9-1"	"1"	"10000"	"10000"	"5445"	"5448"	""	"5452"	"2019-9-1"	"2019-9-30"	"1"	"1"	"1"	""	"5494"	""	"5496"	"1"	"1"	"1"	"0"	"2019-8-30 06:15:24"	"206"	"2019-8-30 14:11:48"	"207"
"207"	"132"	"110"	"碗"	"11.00"	"2019-9-7"	"1"	"20000"	"20000"	"5445"	"5449"	""	"5451"	"2019-9-1"	"2019-9-30"	"2"	"1"	"1"	""	"5494"	""	"5496"	"1"	"1"	"1"	"1"	"2019-8-30 06:15:24"	"206"	"2019-8-30 14:12:04"	"207"
"208"	"132"	"111"	"杯子"	"0.00"	"2019-9-1"	"1"	"10000"	"10000"	"5445"	"5448"	""	"5452"	"2019-9-1"	"2019-9-7"	"1"	"1"	"1"	""	"5494"	""	"5496"	"1"	"1"	"1"	"0"	"2019-8-30 06:26:05"	"206"	"2019-8-30 14:22:23"	"207"
"209"	"132"	"111"	"盖子"	"1.00"	"2019-9-3"	"20"	"20000"	"20000"	"5445"	"5448"	""	"5452"	"2019-9-8"	"2019-9-14"	"2"	"2"	"2"	""	"5494"	""	"5496"	"1"	"1"	"1"	"1"	"2019-8-30 06:26:05"	"206"	"2019-8-30 14:22:50"	"207"
"210"	"132"	"112"	"莲藕"	"1.00"	"2019-8-14"	"1"	"10000"	"10000"	"5445"	"5448"	""	"5451"	"2019-9-1"	"2019-9-7"	"1"	"1"	"1"	""	"5494"	""	"5496"	"1"	"1"	"1"	"0"	"2019-8-30 06:38:16"	"206"	"2019-8-30 14:35:17"	"207"
"211"	"132"	"112"	"土豆"	"1.00"	"2019-7-31"	"2"	"20000"	"20000"	"5445"	"5449"	""	"5451"	"2019-9-1"	"2019-9-7"	"2"	"1"	"1"	""	"5493"	"11"	"5495"	"11"	"1"	"1"	"1"	"2019-8-30 06:38:16"	"206"	"2019-8-30 14:35:30"	"207"
"212"	"132"	"113"	"瓜子"	"1.00"	"2019-9-1"	"1"	"10000"	"10000"	"5445"	"5449"	""	"5452"	"2019-9-1"	"2019-9-7"	"1"	"1"	"1"	""	"5494"	""	"5496"	"1"	"1"	"1"	"0"	"2019-8-30 07:06:53"	"206"	"2019-8-30 14:39:11"	"207"
"213"	"132"	"113"	"花生"	"10.00"	"2019-9-1"	"12"	"20000"	"20000"	"5445"	"5450"	"111"	"5452"	"2019-9-8"	"2019-9-14"	"2"	"1"	"1"	""	"5494"	""	"5496"	"1"	"1"	"1"	"1"	"2019-8-30 07:06:53"	"206"	"2019-8-30 14:39:40"	"207"
"214"	"133"	"114"	"鸭子"	"1.00"	"2019-9-1"	"1"	"10000"	"10000"	"5572"	"5575"	""	"5578"	"2019-8-1"	"2019-9-14"	"1"	"1"	"1"	""	"5621"	""	"5623"	"1"	"1"	"1"	"0"	"2019-8-30 07:17:29"	"203"	"2019-8-30 15:15:16"	"208"
"215"	"133"	"115"	"搜狗"	"1.00"	"2019-9-1"	"1"	"10000"	"10000"	"5572"	"5575"	""	"5579"	"2019-9-1"	"2019-9-7"	"1"	"1"	"1"	""	"5621"	""	"5623"	"1"	"1"	"1"	"0"	"2019-8-30 07:30:26"	"203"	"2019-8-30 15:19:28"	"208"
"216"	"133"	"115"	"百度"	"2.00"	"2019-9-7"	"1"	"20000"	"20000"	"5572"	"5577"	"1"	"5578"	"2019-9-1"	"2019-9-7"	"2"	"2"	"2"	""	"5621"	""	"5623"	"1"	"1"	"1"	"1"	"2019-8-30 07:30:26"	"203"	"2019-8-30 15:19:43"	"208"
"217"	"118"	"116"	"上海地铁1号线"	"0.00"	"2019-8-31"	"1"	"1000"	""	"4302"	"4305"	""	"4308"	""	""	""	""	""	""	""	""	""	""	""	""	"0"	"2019-8-30 17:22:30"	"178"	"2019-8-30 17:22:10"	"178"
"218"	"118"	"116"	"上海地铁2号线"	"10.00"	"2019-9-7"	"2"	"2000"	""	"4302"	"4305"	""	"4309"	""	""	""	""	""	""	""	""	""	""	""	""	"1"	"2019-8-30 17:22:43"	"178"	"2019-8-30 17:22:33"	"178"
"219"	"118"	"117"	"北京地铁1号线"	"20.00"	"2019-9-1"	"1"	"10000"	"100000000"	"4302"	"4305"	""	"4309"	"2019-9-1"	"2019-9-30"	"100"	"其味无穷"	"文档"	""	"4351"	""	"4353"	"1"	"1"	"1"	"0"	"2019-9-2 06:26:15"	"176"	"2019-8-30 17:24:02"	"178"
"220"	"118"	"117"	"北京地铁2号线"	"20.00"	"2019-9-6"	"2"	"20000"	"200000000"	"4302"	"4305"	""	"4308"	"2019-10-1"	"2019-10-31"	"20"	"萨达"	"阿斯顿撒"	""	"4351"	""	"4353"	"1"	"1"	"1"	"1"	"2019-9-2 06:26:15"	"176"	"2019-8-30 17:24:17"	"178"
"221"	"118"	"118"	"南京地铁1号线"	"100.00"	"2019-8-1"	"1"	"1000"	""	"4302"	"4307"	"阿斯顿撒多"	"4308"	""	""	""	""	""	""	"4351"	""	"4353"	"5252"	"11"	"11"	"0"	"2019-9-2 06:16:53"	"177"	"2019-8-30 17:25:29"	"178"
"222"	"118"	"118"	"南京地铁2号线"	"30.55"	"2019-9-7"	"22"	"20000"	""	"4302"	"4306"	""	"4308"	""	""	""	""	""	""	"4351"	""	"4353"	"11"	"11"	"11"	"1"	"2019-9-2 06:16:53"	"177"	"2019-8-30 17:25:48"	"178"
"223"	"134"	"119"	"南京地铁1号线1期"	"100.00"	"2019-8-1"	"100"	"10000"	""	"5699"	"5704"	"是的的撒"	"5705"	""	""	""	""	""	""	""	""	""	""	""	""	"0"	"2019-8-30 17:32:58"	"210"	"2019-8-30 17:32:39"	"210"
"224"	"134"	"119"	"南京地铁1号线2期"	"0.00"	"2021-8-1"	"2000"	"20000"	""	"5699"	"5703"	""	"5706"	""	""	""	""	""	""	""	""	""	""	""	""	"1"	"2019-8-30 17:33:17"	"210"	"2019-8-30 17:33:01"	"210"
"225"	"134"	"120"	"南京地铁2号线1期"	"100.00"	"2019-8-1"	"30"	"30000"	"30000"	"5699"	"5702"	""	"5705"	"2019-9-1"	"2019-9-7"	"1"	"1"	"1"	""	"5747"	"11221"	"5749"	"水电费水电费"	"士大夫撒旦"	"是的范德萨发"	"0"	"2019-8-30 09:38:53"	"209"	"2019-8-30 17:34:37"	"210"
"226"	"134"	"120"	"南京地铁2号线2期"	"30.00"	"2021-8-11"	"3000"	"30000"	"40000"	"5699"	"5703"	""	"5706"	"2019-9-15"	"2019-9-21"	"12"	"2"	"2"	""	"5747"	"士大夫撒旦"	"5749"	"是的范德萨发"	"胜多负少"	"士大夫撒旦"	"1"	"2019-8-30 09:38:53"	"209"	"2019-8-30 17:34:55"	"210"
"227"	"134"	"121"	"香港地铁1号线1期"	"100.00"	"2019-8-14"	"1"	"50000"	""	"5699"	"5702"	""	"5705"	""	""	""	""	""	""	""	""	""	""	""	""	"0"	"2019-8-30 17:40:56"	"210"	"2019-8-30 17:40:44"	"210"
"228"	"134"	"121"	"香港地铁1号线2期"	"30.00"	"2019-8-5"	"2"	"60000"	""	"5699"	"5703"	""	"5706"	""	""	""	""	""	""	""	""	""	""	""	""	"1"	"2019-8-30 17:41:13"	"210"	"2019-8-30 17:41:03"	"210"
"229"	"118"	"122"	"华山1期"	"0.00"	"2019-7-30"	"1"	"10000"	""	"4302"	"4306"	""	"4309"	""	""	""	""	""	""	"4351"	""	"4353"	"撒大声地"	"的发生的"	"防守打法"	"0"	"2019-9-2 06:12:15"	"177"	"2019-8-30 17:55:08"	"178"
"230"	"118"	"122"	"华山2期"	"30.00"	"2019-8-28"	"11"	"20000"	""	"4302"	"4306"	""	"4308"	""	""	""	""	""	""	"4351"	""	"4353"	"是的的撒"	"萨达"	"是的的撒"	"1"	"2019-9-2 06:12:15"	"177"	"2019-8-30 17:55:24"	"178"
"231"	"118"	"123"	"0830项目"	"30.00"	"2019-9-20"	"30"	"1000000"	""	"4302"	"4306"	""	"4308"	""	""	""	""	""	""	"4351"	""	"4353"	"文档"	"撒打算"	"是的撒"	"0"	"2019-9-2 06:10:06"	"177"	"2019-8-30 18:02:37"	"178"
"232"	"118"	"124"	"0902授信申请5的授信项目1"	"100.00"	"2019-10-1"	"100"	"1000000"	""	"4302"	"4305"	""	"4308"	""	""	""	""	""	""	"4351"	""	"4353"	"十点多撒多"	"是的的撒"	"萨达"	"0"	"2019-9-2 06:08:50"	"177"	"2019-9-2 13:49:23"	"178"
"233"	"118"	"124"	"0902授信申请5的授信项目2"	"20.00"	"2019-10-1"	"200"	"20000000"	""	"4302"	"4306"	""	"4309"	""	""	""	""	""	""	"4351"	""	"4353"	"其味无穷"	"撒大声地"	"是的的撒"	"1"	"2019-9-2 06:08:50"	"177"	"2019-9-2 13:49:45"	"178"
"234"	"118"	"125"	"0902授信申请6的授信项目1"	"100.00"	"2019-9-30"	"10"	"100000"	""	"4302"	"4307"	"是的撒"	"4308"	""	""	""	""	""	""	"4351"	""	"4353"	"1"	"1"	"1"	"0"	"2019-9-2 06:07:29"	"177"	"2019-9-2 13:53:18"	"178"
"235"	"118"	"125"	"0902授信申请6的授信项目2"	"30.00"	"2019-10-1"	"20"	"20"	""	"4302"	"4305"	""	"4309"	""	""	""	""	""	""	"4351"	""	"4353"	"1"	"1"	"1"	"1"	"2019-9-2 06:07:29"	"177"	"2019-9-2 13:53:41"	"178"
"236"	"118"	"126"	"0902授信申请7的授信项目1"	"0.00"	"2019-10-1"	"30"	"40000"	""	"4302"	"4305"	""	"4309"	""	""	""	""	""	""	""	""	""	""	""	""	"0"	"2019-9-2 13:56:52"	"178"	"2019-9-2 13:56:13"	"178"
"237"	"118"	"126"	"0902授信申请7的授信项目2"	"100.00"	"2019-10-1"	"50"	"6000000"	""	"4302"	"4307"	"撒大声地"	"4309"	""	""	""	""	""	""	""	""	""	""	""	""	"1"	"2019-9-2 13:57:18"	"178"	"2019-9-2 13:56:57"	"178"
"238"	"118"	"127"	"0902授信申请8的授信项目1"	"0.00"	"2019-10-1"	"10"	"300000000"	""	"4302"	"4306"	""	"4308"	""	""	""	""	""	""	""	""	""	""	""	""	"0"	"2019-9-2 13:59:54"	"178"	"2019-9-2 13:59:36"	"178"
"239"	"118"	"127"	"0902授信申请8的授信项目2"	"20.00"	"2019-10-2"	"20000"	"1705032704"	""	"4302"	"4305"	""	"4309"	""	""	""	""	""	""	""	""	""	""	""	""	"1"	"2019-9-2 14:00:18"	"178"	"2019-9-2 13:59:59"	"178"
"240"	"118"	"128"	"0902授信申请9的授信项目1"	"100.00"	"2019-9-18"	"1"	"600000"	""	"4302"	"4306"	""	"4309"	""	""	""	""	""	""	""	""	""	""	""	""	"0"	"2019-9-2 14:02:09"	"178"	"2019-9-2 14:01:56"	"178"
"241"	"118"	"130"	"授信工程项目0902"	"30.00"	"2020-3-31"	"60"	"1"	""	"4302"	"4306"	""	"4309"	""	""	""	""	""	""	""	""	""	""	""	""	"0"	"2019-9-12 10:56:39"	"178"	"2019-9-2 17:43:18"	"178"
"242"	"118"	"131"	"项目0902"	"50.00"	"2020-1-31"	"90"	"1000000"	"1000000"	"4302"	"4306"	""	"4309"	"2019-9-4"	"2019-11-30"	"200000"	"用信要求"	"授信条件"	""	"4351"	""	"4352"	"111"	"2222"	"3333"	"0"	"2019-9-4 05:41:37"	"176"	"2019-9-2 17:58:06"	"178"
"243"	"85"	"133"	"自动申请授信ada的授信工程项目1"	"100.00"	"2019-9-1"	""	"100000000"	""	"808"	"811"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	"2019-9-3 09:20:41"	"212"	"2019-9-3 09:20:23"	"212"
"244"	"85"	"133"	"自动申请授信ada的授信工程项目2"	"0.00"	"2020-9-1"	""	"200000000"	""	"808"	"813"	"授信申请用于其他"	""	""	""	""	""	""	""	""	""	""	""	""	""	"1"	"2019-9-3 09:21:09"	"212"	"2019-9-3 09:20:44"	"212"
"245"	"85"	"134"	"授信工程项目1"	"0.00"	"2019-10-1"	""	"200000"	""	"808"	"811"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	"2019-9-3 10:13:33"	"212"	"2019-9-3 10:11:37"	"212"
"246"	"85"	"134"	"授信工程项目2"	"100.00"	"2019-9-30"	""	"10000"	""	"808"	"811"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1"	"2019-9-3 10:13:49"	"212"	"2019-9-3 10:13:35"	"212"
"247"	"118"	"135"	"授信工程项目1"	"0.00"	"2019-9-30"	"100"	"200000"	"100"	"4302"	"4306"	""	"4309"	"2019-10-1"	"2019-10-31"	"1"	"用信要求2212weed"	"授信条件ewrdsadsd"	""	"4351"	""	"4353"	"经历过"	"分隔符"	"覆盖"	"0"	"2019-9-3 03:03:26"	"176"	"2019-9-3 10:17:53"	"178"
"248"	"118"	"135"	"授信工程项目2"	"20.00"	"2019-10-1"	"30"	"60000000"	"200"	"4302"	"4305"	""	"4308"	"2019-11-1"	"2019-11-30"	"2"	"用信要求
*上档次神神道道"	"授信条件
*萨达撒打算多撒多"	""	"4351"	""	"4353"	"法规和法国"	"覆盖"	"法规和法国"	"1"	"2019-9-3 03:03:26"	"176"	"2019-9-3 10:18:14"	"178"
"249"	"118"	"136"	"授信工程项目1"	"0.00"	"2019-9-24"	"1"	"100"	"1000"	"4302"	"4306"	""	"4309"	"2019-10-1"	"2019-10-10"	"10"	"用信要求"	"授信条件"	""	"4351"	""	"4353"	"二人"	"电饭锅"	"电饭锅"	"0"	"2019-9-4 07:33:27"	"175"	"2019-9-3 11:40:42"	"178"
"250"	"118"	"137"	"洗发水"	"10.00"	"2019-10-4"	"10"	"100"	"110"	"4302"	"4307"	"aS大萨达"	"4308"	"2019-9-1"	"2019-9-30"	"1"	"用信要求
*"	"授信条件
*"	"用信计划·········"	"4351"	""	"4353"	"的的发生的水电费"	"的胜多负少"	"水电费"	"0"	"2019-9-9 08:22:05"	"175"	"2019-9-3 13:48:32"	"178"
"251"	"118"	"138"	"上沙股份"	"100.00"	"2019-9-1"	"100"	"100"	"200"	"4302"	"4305"	""	"4308"	"2019-9-1"	"2019-9-30"	"3"	"ssfefd大范甘迪"	"水电费水电费"	"风控经理审核~~~~财务经理审核  的 用信计划"	"4350"	"阿斯顿撒"	"4352"	"的萨达是"	"上档次"	"撒大声地"	"0"	"2019-9-9 08:07:24"	"176"	"2019-9-3 14:57:28"	"178"
"252"	"118"	"139"	"苗寨"	"100.00"	"2019-10-1"	"10"	"100"	"100"	"4302"	"4306"	""	"4308"	"2019-10-1"	"2019-10-10"	"11"	"用信要求
111"	"授信条件
222"	""	"4351"	""	"4353"	"阿萨"	"啊实打实"	"阿斯顿撒"	"0"	"2019-9-3 09:25:50"	"176"	"2019-9-3 16:36:28"	"178"
"253"	"118"	"140"	"授信工程项目1"	"10.00"	"2020-2-28"	"20"	"1000000"	""	"4302"	"4306"	""	"4309"	""	""	""	""	""	""	"4351"	""	"4353"	"1"	"1"	"1"	"0"	"2019-9-12 07:30:11"	"177"	"2019-9-4 16:29:54"	"178"
"254"	"118"	"141"	"撒哈拉沙漠"	"0.00"	"2030-9-1"	"10000"	"10000"	"100"	"4302"	"4307"	"阿萨德"	"4308"	"2019-10-1"	"2019-9-30"	"23"	"啊啊大大"	"是的发生"	"aS大萨达"	"4350"	"阿瓦达所多"	"4352"	"碍事法师"	"aS大萨达"	"撒大声地"	"0"	"2019-9-9 08:16:37"	"175"	"2019-9-9 15:19:27"	"178"
"255"	"1"	"143"	"不喜欢吃_五仁叉烧月饼"	"0.00"	"2019-9-24"	"100"	"100"	"10000"	"46"	"53"	""	"3783"	"2019-10-1"	"2019-10-31"	"200"	"用信要求"	"授信条件"	"用信计划"	"68"	"是的范德萨发是否"	"70"	"第三方士大夫的水电费"	"发送到发送到"	"胜多负少的"	"0"	"2019-9-11 08:01:04"	"1"	"2019-9-11 15:50:29"	"1"
"256"	"1"	"144"	"非洲沙漠"	"10.00"	"2019-9-30"	"20"	"10000"	"200"	"46"	"53"	""	"3784"	"2019-9-1"	"2019-9-30"	"2"	"aS大萨达"	"萨达"	"啊实打实"	"69"	""	"71"	"1"	"1"	"1"	"0"	"2019-9-11 08:38:33"	"1"	"2019-9-11 16:24:54"	"1"
"257"	"118"	"145"	"耗子"	"0.00"	"2019-9-29"	"10"	"100"	"10000"	"4302"	"4305"	""	"4309"	"2019-10-1"	"2019-10-31"	"30"	"用信要求"	"授信条件"	"用信计划"	"4350"	"分为热风味儿"	"4352"	"水电费所得税"	"撒大声地"	"撒大声地"	"0"	"2019-9-12 02:46:01"	"175"	"2019-9-12 09:44:27"	"178"
"258"	"1"	"146"	"aS大萨达"	"0.00"	"2019-9-30"	"1"	"1"	""	"46"	"53"	""	"3783"	""	""	""	""	""	""	""	""	""	""	""	""	"0"	"2019-9-12 17:56:03"	"1"	"2019-9-12 17:55:54"	"1"
"259"	"118"	"147"	"UAT阿萨德撒"	"10.00"	"2019-9-30"	"100"	"100000000"	""	"4302"	"4305"	""	"4309"	""	""	""	""	""	""	""	""	""	""	""	""	"0"	"2019-9-26 15:49:34"	"178"	"2019-9-26 15:49:07"	"178"
"260"	"118"	"148"	"AS2442"	"20.00"	"2019-9-10"	"100"	"10000"	""	"4302"	"4306"	""	"4309"	""	""	""	""	""	""	"4350"	"1"	"4352"	"1"	"1"	"1"	"0"	"2019-9-26 10:06:36"	"177"	"2019-9-26 15:59:08"	"178"
"261"	"118"	"149"	"萨达5"	"30.00"	"2019-9-17"	"10"	"200000"	"10000"	"4302"	"4306"	""	"4309"	"2019-10-1"	"2019-11-1"	"5"	"sdasdas用信要求"	"授信条件"	"用信计划
"	"4351"	""	"4353"	"阿斯顿撒"	"啊实打实"	"阿打算"	"0"	"2019-9-26 09:57:09"	"223"	"2019-9-26 16:12:27"	"178"
"262"	"118"	"153"	"额度的撒"	"20.00"	"2019-10-1"	"100"	"10000"	""	"4302"	"4306"	""	"4309"	""	""	""	""	""	""	""	""	""	""	""	""	"0"	"2019-10-11 14:29:19"	"178"	"2019-10-11 14:29:07"	"178"
"263"	"118"	"154"	"撒DVD是"	"1.00"	"2019-10-21"	"111"	"10000"	""	"4302"	"4306"	""	"4309"	""	""	""	""	""	""	"4351"	""	"4353"	"1"	"1"	"1"	"0"	"2019-10-11 06:41:18"	"177"	"2019-10-11 14:35:17"	"178"
"264"	"118"	"159"	"色纺ew"	"20.00"	"2019-10-31"	"100"	"10000"	""	"4302"	"4305"	""	"4309"	""	""	""	""	""	""	""	""	""	""	""	""	"0"	"2019-10-12 15:17:27"	"178"	"2019-10-12 15:17:13"	"178"
"265"	"118"	"160"	"SAD撒旦撒"	"11.00"	"2019-10-16"	"11"	"111"	""	"4302"	"4306"	""	"4309"	""	""	""	""	""	""	""	""	""	""	""	""	"0"	"2019-10-12 16:52:36"	"178"	"2019-10-12 16:52:28"	"178"
